driver_id,week_number,total_requests,accepted_rides,cancelled_rides,peak_rides_accepted,difficult_rides_accepted,raw_acceptance_score,effective_acceptance_score,decayed_score,period,period_score,is_reset_week,final_score
D053,13,22,12,3,2,1,0.5454545454545454,0.4090909090909091,0.554509014496012,2,0.5780470282445065,False,0.554509014496012
D053,14,26,18,2,2,5,0.6923076923076923,0.6153846153846154,0.5646862675638126,2,0.5780470282445065,False,0.5646862675638126
D053,15,42,29,8,5,4,0.6904761904761905,0.5,0.5540546070251349,2,0.5780470282445065,False,0.5540546070251349
D053,16,47,35,2,1,3,0.7446808510638298,0.7021276595744681,0.5780470282445065,2,0.5780470282445065,False,0.5780470282445065
D053,17,36,23,2,7,5,0.6388888888888888,0.5833333333333334,0.5788933908491641,3,0.583938238573343,True,0.0
D053,18,23,17,1,3,2,0.7391304347826086,0.6956521739130435,0.5974000226631603,3,0.583938238573343,False,0.5974000226631603
D053,19,28,23,2,0,3,0.8214285714285714,0.75,0.6213836598903041,3,0.583938238573343,False,0.6213836598903041
D053,20,36,22,3,2,4,0.6111111111111112,0.5277777777777778,0.6067766153775814,3,0.583938238573343,False,0.6067766153775814
D053,21,43,28,4,5,8,0.6511627906976745,0.5581395348837209,0.5992325081538248,3,0.583938238573343,False,0.5992325081538248
D053,22,38,23,3,1,7,0.6052631578947368,0.5263157894736842,0.5879798845679346,3,0.583938238573343,False,0.5879798845679346
D053,23,28,16,2,2,2,0.5714285714285714,0.5,0.5744611118727131,3,0.583938238573343,False,0.5744611118727131
D053,24,22,16,2,0,2,0.7272727272727273,0.6363636363636364,0.583938238573343,3,0.583938238573343,False,0.583938238573343
D054,1,21,14,3,3,1,0.6666666666666666,0.5238095238095238,0.5238095238095238,1,0.6152526770258578,True,0.0
D054,2,34,21,1,2,1,0.6176470588235294,0.5882352941176471,0.5586342645166175,1,0.6152526770258578,False,0.5586342645166175
D054,3,21,14,2,4,4,0.6666666666666666,0.5714285714285714,0.5636077560275812,1,0.6152526770258578,False,0.5636077560275812
D054,4,26,17,1,4,3,0.6538461538461539,0.6153846153846154,0.5798559368951242,1,0.6152526770258578,False,0.5798559368951242
D054,5,25,14,1,3,2,0.56,0.52,0.5637163067026848,1,0.6152526770258578,False,0.5637163067026848
D054,6,24,15,2,1,2,0.625,0.5416666666666666,0.5584061302022657,1,0.6152526770258578,False,0.5584061302022657
D054,7,26,21,0,3,6,0.8076923076923077,0.8076923076923077,0.6134424352466639,1,0.6152526770258578,False,0.6134424352466639
D054,8,45,33,5,5,8,0.7333333333333333,0.6222222222222222,0.6152526770258578,1,0.6152526770258578,False,0.6152526770258578
D054,9,33,17,0,2,1,0.5151515151515151,0.5151515151515151,0.5957114154005259,2,0.5937039727901247,True,0.0
D054,10,36,24,1,3,4,0.6666666666666666,0.6388888888888888,0.6037756846234958,2,0.5937039727901247,False,0.6037756846234958
D054,11,32,20,3,3,2,0.625,0.53125,0.5907104538293206,2,0.5937039727901247,False,0.5907104538293206
D054,12,24,14,0,2,2,0.5833333333333334,0.5833333333333334,0.5894203839482042,2,0.5937039727901247,False,0.5894203839482042
D054,13,28,20,0,5,4,0.7142857142857143,0.7142857142857143,0.6107261700878509,2,0.5937039727901247,False,0.6107261700878509
D054,14,31,19,1,1,3,0.6129032258064516,0.5806451612903226,0.60569719239238,2,0.5937039727901247,False,0.60569719239238
D054,15,23,12,1,2,2,0.5217391304347826,0.4782608695652174,0.5847521019485825,2,0.5937039727901247,False,0.5847521019485825
D054,16,25,18,2,2,0,0.72,0.64,0.5937039727901247,2,0.5937039727901247,False,0.5937039727901247
D054,17,30,20,0,2,7,0.6666666666666666,0.6666666666666666,0.6053856473424898,3,0.5672569728086357,True,0.0
D054,18,25,14,4,3,4,0.56,0.4,0.5728313807125682,3,0.5672569728086357,False,0.5728313807125682
D054,19,22,13,2,2,1,0.5909090909090909,0.5,0.5613847118188596,3,0.5672569728086357,False,0.5613847118188596
D054,20,48,31,3,5,2,0.6458333333333334,0.5833333333333334,0.5648097582392269,3,0.5672569728086357,False,0.5648097582392269
D054,21,20,14,2,2,1,0.7,0.6,0.5702681236340555,3,0.5672569728086357,False,0.5702681236340555
D054,22,41,30,3,4,3,0.7317073170731707,0.6585365853658537,0.5838898525372789,3,0.5672569728086357,False,0.5838898525372789
D054,23,21,13,2,2,3,0.6190476190476191,0.5238095238095238,0.5746580569795392,3,0.5672569728086357,False,0.5746580569795392
D054,24,38,24,4,2,4,0.631578947368421,0.5263157894736842,0.5672569728086357,3,0.5672569728086357,False,0.5672569728086357
D055,1,29,22,2,4,3,0.7586206896551724,0.6896551724137931,0.6896551724137931,1,0.5893318809058544,True,0.0
D055,2,24,19,4,2,1,0.7916666666666666,0.625,0.6547064305684995,1,0.5893318809058544,False,0.6547064305684995
D055,3,41,26,3,3,6,0.6341463414634146,0.5609756097560976,0.6182707373469634,1,0.5893318809058544,False,0.6182707373469634
D055,4,27,20,2,4,1,0.7407407407407407,0.6666666666666666,0.6334579430331371,1,0.5893318809058544,False,0.6334579430331371
D055,5,28,21,3,4,1,0.75,0.6428571428571429,0.6359923551087528,1,0.5893318809058544,False,0.6359923551087528
D055,6,49,30,4,2,3,0.6122448979591837,0.5306122448979592,0.6106138462560533,1,0.5893318809058544,False,0.6106138462560533
D055,7,37,22,4,4,5,0.5945945945945946,0.4864864864864865,0.5832095541070972,1,0.5893318809058544,False,0.5832095541070972
D055,8,31,21,2,3,2,0.6774193548387096,0.6129032258064516,0.5893318809058544,1,0.5893318809058544,False,0.5893318809058544
D055,9,45,32,4,4,9,0.7111111111111111,0.6222222222222222,0.59575257325922,2,0.6189004072701387,True,0.0
D055,10,44,32,2,6,3,0.7272727272727273,0.6818181818181818,0.6118270718851126,2,0.6189004072701387,False,0.6118270718851126
D055,11,46,34,5,1,6,0.7391304347826086,0.6304347826086957,0.6151791813676628,2,0.6189004072701387,False,0.6151791813676628
D055,12,25,17,1,0,4,0.68,0.64,0.6195197083469433,2,0.6189004072701387,False,0.6195197083469433
D055,13,49,36,4,6,8,0.7346938775510204,0.6530612244897959,0.625242901228486,2,0.6189004072701387,False,0.625242901228486
D055,14,45,26,4,1,3,0.5777777777777777,0.4888888888888889,0.6024470804048122,2,0.6189004072701387,False,0.6024470804048122
D055,15,28,20,3,0,5,0.7142857142857143,0.6071428571428571,0.6032188656093777,2,0.6189004072701387,False,0.6032188656093777
D055,16,20,14,0,0,3,0.7,0.7,0.6189004072701387,2,0.6189004072701387,False,0.6189004072701387
D055,17,38,23,7,4,5,0.6052631578947368,0.42105263157894735,0.5872240367341967,3,0.6106510793366287,True,0.0
D055,18,35,21,4,1,5,0.6,0.4857142857142857,0.5711344241298232,3,0.6106510793366287,False,0.5711344241298232
D055,19,35,20,2,4,5,0.5714285714285714,0.5142857142857142,0.5621996991218194,3,0.6106510793366287,False,0.5621996991218194
D055,20,49,30,1,1,3,0.6122448979591837,0.5918367346938775,0.5668245099569525,3,0.6106510793366287,False,0.5668245099569525
D055,21,22,16,2,4,0,0.7272727272727273,0.6363636363636364,0.5776107376772739,3,0.6106510793366287,False,0.5776107376772739
D055,22,24,16,0,2,4,0.6666666666666666,0.6666666666666666,0.5913539897756755,3,0.6106510793366287,False,0.5913539897756755
D055,23,35,22,3,3,3,0.6285714285714286,0.5428571428571428,0.5839020835456741,3,0.6106510793366287,False,0.5839020835456741
D055,24,29,22,0,3,2,0.7586206896551724,0.7586206896551724,0.6106510793366287,3,0.6106510793366287,False,0.6106510793366287
D056,1,21,14,7,1,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,0.5280976489125345,True,0.0
D056,2,20,12,1,0,1,0.6,0.55,0.45045045045045046,1,0.5280976489125345,False,0.45045045045045046
D056,3,34,20,3,7,2,0.5882352941176471,0.5,0.4697116942014902,1,0.5280976489125345,False,0.4697116942014902
D056,4,46,30,4,5,7,0.6521739130434783,0.5652173913043478,0.49968249311973684,1,0.5280976489125345,False,0.49968249311973684
D056,5,37,23,3,5,5,0.6216216216216216,0.5405405405405406,0.5106995084729897,1,0.5280976489125345,False,0.5106995084729897
D056,6,27,12,3,1,0,0.4444444444444444,0.3333333333333333,0.4679847206734021,1,0.5280976489125345,False,0.4679847206734021
D056,7,22,16,1,2,3,0.7272727272727273,0.6818181818181818,0.5151939310466233,1,0.5280976489125345,False,0.5151939310466233
D056,8,45,31,5,4,3,0.6888888888888889,0.5777777777777777,0.5280976489125345,1,0.5280976489125345,False,0.5280976489125345
D056,9,21,12,2,1,4,0.5714285714285714,0.47619047619047616,0.5179645832877187,2,0.5912563787719067,True,0.0
D056,10,49,30,7,4,5,0.6122448979591837,0.46938775510204084,0.5088918750248593,2,0.5912563787719067,False,0.5088918750248593
D056,11,36,30,3,4,5,0.8333333333333334,0.75,0.552326601846183,2,0.5912563787719067,False,0.552326601846183
D056,12,36,28,0,6,8,0.7777777777777778,0.7777777777777778,0.591752251988385,2,0.5912563787719067,False,0.591752251988385
D056,13,47,26,4,4,4,0.5531914893617021,0.46808510638297873,0.5706509122518271,2,0.5912563787719067,False,0.5706509122518271
D056,14,38,21,3,3,4,0.5526315789473685,0.47368421052631576,0.5544399073795087,2,0.5912563787719067,False,0.5544399073795087
D056,15,31,23,3,3,4,0.7419354838709677,0.6451612903225806,0.5693506292896673,2,0.5912563787719067,False,0.5693506292896673
D056,16,44,31,0,9,4,0.7045454545454546,0.7045454545454546,0.5912563787719067,2,0.5912563787719067,False,0.5912563787719067
D056,17,44,30,4,5,2,0.6818181818181818,0.5909090909090909,0.5912007763321687,3,0.5498019056672345,True,0.0
D056,18,34,21,2,4,7,0.6176470588235294,0.5588235294117647,0.5860688815643127,3,0.5498019056672345,False,0.5860688815643127
D056,19,32,21,4,4,5,0.65625,0.53125,0.5774531780001233,3,0.5498019056672345,False,0.5774531780001233
D056,20,32,21,3,1,0,0.65625,0.5625,0.5751197590768136,3,0.5498019056672345,False,0.5751197590768136
D056,21,31,21,5,1,1,0.6774193548387096,0.5161290322580645,0.5659696957134471,3,0.5498019056672345,False,0.5659696957134471
D056,22,36,20,2,3,3,0.5555555555555556,0.5,0.555789147721491,3,0.5498019056672345,False,0.555789147721491
D056,23,46,26,3,2,5,0.5652173913043478,0.5,0.5472167244839428,3,0.5498019056672345,False,0.5472167244839428
D056,24,39,23,1,3,2,0.5897435897435898,0.5641025641025641,0.5498019056672345,3,0.5498019056672345,False,0.5498019056672345
D057,1,29,21,1,1,3,0.7241379310344828,0.6896551724137931,0.6896551724137931,1,0.5866248464714986,True,0.0
D057,2,47,33,2,0,4,0.7021276595744681,0.6595744680851063,0.6733953322361246,1,0.5866248464714986,False,0.6733953322361246
D057,3,29,18,4,4,6,0.6206896551724138,0.4827586206896552,0.5992897106437167,1,0.5866248464714986,False,0.5992897106437167
D057,4,25,16,2,1,0,0.64,0.56,0.586960142324973,1,0.5866248464714986,False,0.586960142324973
D057,5,24,17,2,2,1,0.7083333333333334,0.625,0.5972172574466307,1,0.5866248464714986,False,0.5972172574466307
D057,6,28,21,4,3,1,0.75,0.6071428571428571,0.599607622376551,1,0.5866248464714986,False,0.599607622376551
D057,7,32,20,2,2,5,0.625,0.5625,0.5914151648357803,1,0.5866248464714986,False,0.5914151648357803
D057,8,44,28,3,2,7,0.6363636363636364,0.5681818181818182,0.5866248464714986,1,0.5866248464714986,False,0.5866248464714986
D057,9,34,24,4,5,7,0.7058823529411765,0.5882352941176471,0.586939230222876,2,0.5599546577259993,True,0.0
D057,10,40,29,2,6,5,0.725,0.675,0.6033863656870687,2,0.5599546577259993,False,0.6033863656870687
D057,11,29,18,2,4,3,0.6206896551724138,0.5517241379310345,0.594079608605383,2,0.5599546577259993,False,0.594079608605383
D057,12,32,22,4,4,4,0.6875,0.5625,0.5885571419544161,2,0.5599546577259993,False,0.5885571419544161
D057,13,36,22,2,2,2,0.6111111111111112,0.5555555555555556,0.5829260773491918,2,0.5599546577259993,False,0.5829260773491918
D057,14,40,25,1,1,6,0.625,0.6,0.5857805154022191,2,0.5599546577259993,False,0.5857805154022191
D057,15,36,18,4,1,6,0.5,0.3888888888888889,0.5534199385002851,2,0.5599546577259993,False,0.5534199385002851
D057,16,32,22,3,1,3,0.6875,0.59375,0.5599546577259993,2,0.5599546577259993,False,0.5599546577259993
D057,17,32,19,4,4,5,0.59375,0.46875,0.5453523579395118,3,0.5789935141217173,True,0.0
D057,18,34,23,6,5,2,0.6764705882352942,0.5,0.538163867547111,3,0.5789935141217173,False,0.538163867547111
D057,19,20,14,0,4,3,0.7,0.7,0.5635991209379191,3,0.5789935141217173,False,0.5635991209379191
D057,20,39,27,3,4,5,0.6923076923076923,0.6153846153846154,0.5716801624860017,3,0.5789935141217173,False,0.5716801624860017
D057,21,28,18,4,2,5,0.6428571428571429,0.5,0.5605618382338099,3,0.5789935141217173,False,0.5605618382338099
D057,22,34,26,4,4,6,0.7647058823529411,0.6470588235294118,0.5739101900859452,3,0.5789935141217173,False,0.5739101900859452
D057,23,48,34,5,3,4,0.7083333333333334,0.6041666666666666,0.5785593258680822,3,0.5789935141217173,False,0.5785593258680822
D057,24,43,27,2,3,6,0.627906976744186,0.5813953488372093,0.5789935141217173,3,0.5789935141217173,False,0.5789935141217173
D058,1,41,30,3,4,5,0.7317073170731707,0.6585365853658537,0.6585365853658537,1,0.5810676504415545,True,0.0
D058,2,48,35,3,4,7,0.7291666666666666,0.6666666666666666,0.6629312239068337,1,0.5810676504415545,False,0.6629312239068337
D058,3,41,22,0,4,2,0.5365853658536586,0.5365853658536586,0.6138171877345596,1,0.5810676504415545,False,0.6138171877345596
D058,4,30,21,1,2,4,0.7,0.6666666666666666,0.630401969104224,1,0.5810676504415545,False,0.630401969104224
D058,5,40,30,4,3,5,0.75,0.65,0.6356864068319642,1,0.5810676504415545,False,0.6356864068319642
D058,6,21,14,2,1,1,0.6666666666666666,0.5714285714285714,0.6202113039745248,1,0.5810676504415545,False,0.6202113039745248
D058,7,38,25,4,2,4,0.6578947368421053,0.5526315789473685,0.6052913497321374,1,0.5810676504415545,False,0.6052913497321374
D058,8,41,22,2,2,1,0.5365853658536586,0.4878048780487805,0.5810676504415545,1,0.5810676504415545,False,0.5810676504415545
D058,9,28,20,4,2,5,0.7142857142857143,0.5714285714285714,0.5791859563503672,2,0.6085588924353817,True,0.0
D058,10,49,32,4,2,7,0.6530612244897959,0.5714285714285714,0.5777371073228198,2,0.6085588924353817,False,0.5777371073228198
D058,11,22,16,4,2,2,0.7272727272727273,0.5454545454545454,0.5719215245589226,2,0.6085588924353817,False,0.5719215245589226
D058,12,28,20,5,3,3,0.7142857142857143,0.5357142857142857,0.5655898036202085,2,0.6085588924353817,False,0.5655898036202085
D058,13,24,19,4,3,4,0.7916666666666666,0.625,0.57572697248174,2,0.6085588924353817,False,0.57572697248174
D058,14,21,15,0,1,1,0.7142857142857143,0.7142857142857143,0.5988913825164849,2,0.6085588924353817,False,0.5988913825164849
D058,15,24,17,2,2,5,0.7083333333333334,0.625,0.6031825244956551,2,0.6085588924353817,False,0.6031825244956551
D058,16,44,31,3,5,4,0.7045454545454546,0.6363636363636364,0.6085588924353817,2,0.6085588924353817,False,0.6085588924353817
D058,17,32,21,1,2,4,0.65625,0.625,0.6111911920072052,3,0.5981069945283468,True,0.0
D058,18,22,11,1,1,2,0.5,0.45454545454545453,0.5863623533334545,3,0.5981069945283468,False,0.5863623533334545
D058,19,23,13,0,1,1,0.5652173913043478,0.5652173913043478,0.5830390691014496,3,0.5981069945283468,False,0.5830390691014496
D058,20,33,27,1,4,4,0.8181818181818182,0.7878787878787878,0.6150039715480425,3,0.5981069945283468,False,0.6150039715480425
D058,21,36,25,2,3,7,0.6944444444444444,0.6388888888888888,0.6187087658247601,3,0.5981069945283468,False,0.6187087658247601
D058,22,45,32,5,4,7,0.7111111111111111,0.6,0.6158215994328372,3,0.5981069945283468,False,0.6158215994328372
D058,23,37,22,2,5,4,0.5945945945945946,0.5405405405405406,0.6042540970609205,3,0.5981069945283468,False,0.6042540970609205
D058,24,39,23,1,2,4,0.5897435897435898,0.5641025641025641,0.5981069945283468,3,0.5981069945283468,False,0.5981069945283468
D059,1,25,11,3,2,2,0.44,0.32,0.32,1,0.5819988560152701,True,0.0
D059,2,39,28,5,3,5,0.717948717948718,0.5897435897435898,0.4658073458073458,1,0.5819988560152701,False,0.4658073458073458
D059,3,23,13,1,3,0,0.5652173913043478,0.5217391304347826,0.48754953613871094,1,0.5819988560152701,False,0.48754953613871094
D059,4,31,20,1,4,5,0.6451612903225806,0.6129032258064516,0.5268869823922677,1,0.5819988560152701,False,0.5268869823922677
D059,5,23,17,2,3,5,0.7391304347826086,0.6521739130434783,0.5606695081290097,1,0.5819988560152701,False,0.5606695081290097
D059,6,48,34,4,2,5,0.7083333333333334,0.625,0.5761621087173057,1,0.5819988560152701,False,0.5761621087173057
D059,7,37,26,2,3,4,0.7027027027027027,0.6486486486486487,0.5921653679571153,1,0.5819988560152701,False,0.5921653679571153
D059,8,35,21,2,1,4,0.6,0.5428571428571428,0.5819988560152701,1,0.5819988560152701,False,0.5819988560152701
D059,9,37,23,2,3,4,0.6216216216216216,0.5675675675675675,0.5791816501220839,2,0.6197524309959564,True,0.0
D059,10,34,22,1,5,1,0.6470588235294118,0.6176470588235294,0.5863658456406945,2,0.6197524309959564,False,0.5863658456406945
D059,11,37,21,1,3,0,0.5675675675675675,0.5405405405405406,0.5781105883417784,2,0.6197524309959564,False,0.5781105883417784
D059,12,20,17,2,0,3,0.85,0.75,0.6081696544752023,2,0.6197524309959564,False,0.6081696544752023
D059,13,46,33,3,2,6,0.717391304347826,0.6521739130434783,0.6156781063389442,2,0.6197524309959564,False,0.6156781063389442
D059,14,48,31,7,3,7,0.6458333333333334,0.5,0.596338907293177,2,0.6197524309959564,False,0.596338907293177
D059,15,22,17,0,3,1,0.7727272727272727,0.7727272727272727,0.6253296234821665,2,0.6197524309959564,False,0.6253296234821665
D059,16,22,16,3,4,5,0.7272727272727273,0.5909090909090909,0.6197524309959564,2,0.6197524309959564,False,0.6197524309959564
D059,17,32,19,3,2,5,0.59375,0.5,0.6005794968370781,3,0.5858638660279841,True,0.0
D059,18,25,15,2,0,2,0.6,0.52,0.587807394896747,3,0.5858638660279841,False,0.587807394896747
D059,19,40,25,3,5,4,0.625,0.55,0.5818653308182877,3,0.5858638660279841,False,0.5818653308182877
D059,20,43,28,7,3,7,0.6511627906976745,0.4883720930232558,0.5672758642667209,3,0.5858638660279841,False,0.5672758642667209
D059,21,39,26,2,2,0,0.6666666666666666,0.6153846153846154,0.5747380222159472,3,0.5858638660279841,False,0.5747380222159472
D059,22,32,19,0,2,0,0.59375,0.59375,0.5776719807579614,3,0.5858638660279841,False,0.5776719807579614
D059,23,37,20,1,1,3,0.5405405405405406,0.5135135135135135,0.567813548465046,3,0.5858638660279841,False,0.567813548465046
D059,24,35,26,2,3,5,0.7428571428571429,0.6857142857142857,0.5858638660279841,3,0.5858638660279841,False,0.5858638660279841
D060,1,21,13,0,1,3,0.6190476190476191,0.6190476190476191,0.6190476190476191,1,0.5933349987298494,True,0.0
D060,2,39,28,2,3,1,0.717948717948718,0.6666666666666666,0.6447876447876447,1,0.5933349987298494,False,0.6447876447876447
D060,3,33,21,5,4,2,0.6363636363636364,0.48484848484848486,0.5826149878628013,1,0.5933349987298494,False,0.5826149878628013
D060,4,26,15,1,1,1,0.5769230769230769,0.5384615384615384,0.5687591217344483,1,0.5933349987298494,False,0.5687591217344483
D060,5,31,23,3,2,3,0.7419354838709677,0.6451612903225806,0.5893602986748984,1,0.5933349987298494,False,0.5893602986748984
D060,6,27,21,1,1,4,0.7777777777777778,0.7407407407407407,0.6258169875264158,1,0.5933349987298494,False,0.6258169875264158
D060,7,44,29,5,8,9,0.6590909090909091,0.5454545454545454,0.6080749212774481,1,0.5933349987298494,False,0.6080749212774481
D060,8,41,26,4,2,5,0.6341463414634146,0.5365853658536586,0.5933349987298494,1,0.5933349987298494,False,0.5933349987298494
D060,9,29,20,3,2,5,0.6896551724137931,0.5862068965517241,0.5919434853153528,2,0.5541003030721177,True,0.0
D060,10,20,10,3,2,4,0.5,0.35,0.546755630522216,2,0.5541003030721177,False,0.546755630522216
D060,11,31,18,1,1,2,0.5806451612903226,0.5483870967741935,0.5470495330648206,2,0.5541003030721177,False,0.5470495330648206
D060,12,35,28,1,3,4,0.8,0.7714285714285715,0.5862876937407138,2,0.5541003030721177,False,0.5862876937407138
D060,13,25,15,2,5,5,0.6,0.52,0.5749770166879836,2,0.5541003030721177,False,0.5749770166879836
D060,14,39,27,5,5,5,0.6923076923076923,0.5641025641025641,0.5731590131805008,2,0.5541003030721177,False,0.5731590131805008
D060,15,29,20,3,2,5,0.6896551724137931,0.5862068965517241,0.575303528113508,2,0.5541003030721177,False,0.575303528113508
D060,16,27,12,0,0,3,0.4444444444444444,0.4444444444444444,0.5541003030721177,2,0.5541003030721177,False,0.5541003030721177
D060,17,36,23,1,1,3,0.6388888888888888,0.6111111111111112,0.5632280047795927,3,0.5891822768227243,True,0.0
D060,18,26,16,0,1,2,0.6153846153846154,0.6153846153846154,0.5714949904726949,3,0.5891822768227243,False,0.5714949904726949
D060,19,24,14,2,3,0,0.5833333333333334,0.5,0.5602583576436462,3,0.5891822768227243,False,0.5602583576436462
D060,20,45,27,4,0,4,0.6,0.5111111111111111,0.5525890103593004,3,0.5891822768227243,False,0.5525890103593004
D060,21,36,26,4,3,2,0.7222222222222222,0.6111111111111112,0.5616663850402679,3,0.5891822768227243,False,0.5616663850402679
D060,22,31,25,1,2,2,0.8064516129032258,0.7741935483870968,0.5944639137031998,3,0.5891822768227243,False,0.5944639137031998
D060,23,44,31,1,3,6,0.7045454545454546,0.6818181818181818,0.6078865557128289,3,0.5891822768227243,False,0.6078865557128289
D060,24,35,20,3,2,7,0.5714285714285714,0.4857142857142857,0.5891822768227243,3,0.5891822768227243,False,0.5891822768227243
D061,1,48,30,1,6,1,0.625,0.6041666666666666,0.6041666666666666,1,0.5816255841019854,True,0.0
D061,2,46,25,3,3,2,0.5434782608695652,0.4782608695652174,0.5361094790442616,1,0.5816255841019854,False,0.5361094790442616
D061,3,28,16,2,3,2,0.5714285714285714,0.5,0.5220727524964438,1,0.5816255841019854,False,0.5220727524964438
D061,4,37,26,2,4,7,0.7027027027027027,0.6486486486486487,0.561793741364668,1,0.5816255841019854,False,0.561793741364668
D061,5,23,17,2,1,0,0.7391304347826086,0.6521739130434783,0.5861639646589926,1,0.5816255841019854,False,0.5861639646589926
D061,6,46,29,4,1,4,0.6304347826086957,0.5434782608695652,0.5758840407783214,1,0.5816255841019854,False,0.5758840407783214
D061,7,45,31,2,1,3,0.6888888888888889,0.6444444444444445,0.5910205049342072,1,0.5816255841019854,False,0.5910205049342072
D061,8,33,21,3,1,1,0.6363636363636364,0.5454545454545454,0.5816255841019854,1,0.5816255841019854,False,0.5816255841019854
D061,9,20,15,1,1,2,0.75,0.7,0.6047340614412664,2,0.5718701886760925,True,0.0
D061,10,42,26,5,1,6,0.6190476190476191,0.5,0.5851728504661714,2,0.5718701886760925,False,0.5851728504661714
D061,11,29,20,2,0,2,0.6896551724137931,0.6206896551724138,0.5915710699792673,2,0.5718701886760925,False,0.5915710699792673
D061,12,21,15,3,4,3,0.7142857142857143,0.5714285714285714,0.588048661645986,2,0.5718701886760925,False,0.588048661645986
D061,13,29,20,1,2,6,0.6896551724137931,0.6551724137931034,0.5995019954438587,2,0.5718701886760925,False,0.5995019954438587
D061,14,46,35,4,5,4,0.7608695652173914,0.6739130434782609,0.6119421201544495,2,0.5718701886760925,False,0.6119421201544495
D061,15,34,20,2,2,3,0.5882352941176471,0.5294117647058824,0.5983776534397794,2,0.5718701886760925,False,0.5983776534397794
D061,16,46,25,5,3,3,0.5434782608695652,0.43478260869565216,0.5718701886760925,2,0.5718701886760925,False,0.5718701886760925
D061,17,32,21,3,5,2,0.65625,0.5625,0.5703699768720494,3,0.5793567493729409,True,0.0
D061,18,43,26,0,3,5,0.6046511627906976,0.6046511627906976,0.5758036519181183,3,0.5793567493729409,False,0.5758036519181183
D061,19,26,20,4,2,4,0.7692307692307693,0.6153846153846154,0.5820244619434428,3,0.5793567493729409,False,0.5820244619434428
D061,20,46,30,5,1,9,0.6521739130434783,0.5434782608695652,0.5760093904311031,3,0.5793567493729409,False,0.5760093904311031
D061,21,45,30,3,0,6,0.6666666666666666,0.6,0.5797305786503237,3,0.5793567493729409,False,0.5797305786503237
D061,22,24,14,1,1,2,0.5833333333333334,0.5416666666666666,0.5738564954289238,3,0.5793567493729409,False,0.5738564954289238
D061,23,41,26,2,2,4,0.6341463414634146,0.5853658536585366,0.5756249951097101,3,0.5793567493729409,False,0.5756249951097101
D061,24,45,33,6,6,5,0.7333333333333333,0.6,0.5793567493729409,3,0.5793567493729409,False,0.5793567493729409
D062,1,27,17,1,1,3,0.6296296296296297,0.5925925925925926,0.5925925925925926,1,0.5816852996191617,True,0.0
D062,2,44,25,3,3,4,0.5681818181818182,0.5,0.5425425425425424,1,0.5816852996191617,False,0.5425425425425424
D062,3,23,16,1,1,0,0.6956521739130435,0.6521739130434783,0.5851592074603018,1,0.5816852996191617,False,0.5851592074603018
D062,4,48,28,1,0,4,0.5833333333333334,0.5625,0.5780484845292064,1,0.5816852996191617,False,0.5780484845292064
D062,5,45,24,3,2,3,0.5333333333333333,0.4666666666666667,0.5480153509135255,1,0.5816852996191617,False,0.5480153509135255
D062,6,44,36,2,2,7,0.8181818181818182,0.7727272727272727,0.6021323326252522,1,0.5816852996191617,False,0.6021323326252522
D062,7,47,31,1,3,4,0.6595744680851063,0.6382978723404256,0.6101168013025783,1,0.5816852996191617,False,0.6101168013025783
D062,8,36,19,2,1,3,0.5277777777777778,0.4722222222222222,0.5816852996191617,1,0.5816852996191617,False,0.5816852996191617
D062,9,30,18,4,3,8,0.6,0.4666666666666667,0.5592319218937947,2,0.5734401287419241,True,0.0
D062,10,33,26,1,2,7,0.7878787878787878,0.7575757575757576,0.5962766575031382,2,0.5734401287419241,False,0.5962766575031382
D062,11,24,18,3,1,3,0.75,0.625,0.6014510602109487,2,0.5734401287419241,False,0.6014510602109487
D062,12,45,31,5,3,6,0.6888888888888889,0.5777777777777777,0.5973112079920766,2,0.5734401287419241,False,0.5973112079920766
D062,13,27,19,1,2,6,0.7037037037037037,0.6666666666666666,0.6091453381396827,2,0.5734401287419241,False,0.6091453381396827
D062,14,48,31,4,6,4,0.6458333333333334,0.5625,0.6013471167874307,2,0.5734401287419241,False,0.6013471167874307
D062,15,21,14,2,2,1,0.6666666666666666,0.5714285714285714,0.5964297853344661,2,0.5734401287419241,False,0.5964297853344661
D062,16,22,12,2,1,1,0.5454545454545454,0.45454545454545453,0.5734401287419241,2,0.5734401287419241,False,0.5734401287419241
D062,17,23,20,1,1,2,0.8695652173913043,0.8260869565217391,0.6138900883309318,3,0.5834271916727938,True,0.0
D062,18,25,15,0,4,1,0.6,0.6,0.6116884659445131,3,0.5834271916727938,False,0.6116884659445131
D062,19,47,27,4,2,5,0.574468085106383,0.48936170212765956,0.5924627702546773,3,0.5834271916727938,False,0.5924627702546773
D062,20,26,20,2,3,3,0.7692307692307693,0.6923076923076923,0.6080434067262667,3,0.5834271916727938,False,0.6080434067262667
D062,21,46,26,2,3,4,0.5652173913043478,0.5217391304347826,0.5946567332746425,3,0.5834271916727938,False,0.5946567332746425
D062,22,35,23,3,2,5,0.6571428571428571,0.5714285714285714,0.5910721265263255,3,0.5834271916727938,False,0.5910721265263255
D062,23,31,21,3,2,3,0.6774193548387096,0.5806451612903226,0.5894699446910258,3,0.5834271916727938,False,0.5894699446910258
D062,24,20,14,3,0,1,0.7,0.55,0.5834271916727938,3,0.5834271916727938,False,0.5834271916727938
